raw_case_id,project_region,assay_panel,sample_matrix,collection_context,lab_window,collection_month,field_team,primary_issue,secondary_issue,difficulty_tier,interference_axis,split_hint,custody_note,action_manifest,score_trace_json
edna_raw_00867,urban_stream,amphibian_pathogen,filter_membrane,algal_bloom_watch,split_batch,5,willow,panel_mismatch,none,medium,distractor,train,"Field team willow logged a filter membrane eDNA sample from the urban stream program for the amphibian pathogen panel. the requested assay panel does not match the species named on the custody form The GPS point is readable and the jar count matches the cooler manifest. The lab needs a ranked remediation plan, not just a pass/fail disposition.",REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 1.85, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 0.25, ""RECOLLECT_SAMPLE"": 0.25, ""REPEAT_TAXON_PANEL"": 3.0, ""RERUN_PCR"": 0.08}"
edna_raw_00868,urban_stream,cyanobacteria_bloom,biofilm_swab,storm_pulse,split_batch,2,delta,preservation_failure,weather_dilution,medium,plain,train,"Accession note for team delta: cyanobacteria bloom surveillance sample, biofilm swab, received during the split batch window. filter envelope leaked preservative before accession field team sampled immediately after heavy rain diluted the reach The lab needs a ranked remediation plan, not just a pass/fail disposition.",RECOLLECT_SAMPLE|RERUN_PCR|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.694, ""CLARIFY_CUSTODY"": 1.05, ""DILUTE_EXTRACT"": 0.306, ""HOLD_REPORT"": 1.3, ""QUARANTINE_COLD_CHAIN"": 0.9, ""RECOLLECT_SAMPLE"": 4.66, ""RERUN_PCR"": 1.78}"
edna_raw_00869,alpine_lake,salmonid_spawning,filter_membrane,thaw_window,overnight_hold,4,sedge,inhibition,none,easy,plain,train,The alpine lake chain packet describes a filter membrane bottle collected under thaw window conditions for salmonid spawning. dilution curve indicates PCR inhibition in the sample extract The supervisor wants the next three QA actions before results are released.,CLEANUP_INHIBITORS|DILUTE_EXTRACT|RERUN_PCR,"{""ACCEPT_REPORT"": 0.27, ""CLEANUP_INHIBITORS"": 3.45, ""DILUTE_EXTRACT"": 2.7, ""RECOLLECT_SAMPLE"": 0.45, ""RERUN_PCR"": 1.88}"
edna_raw_00870,farm_ditch,cyanobacteria_bloom,biofilm_swab,thaw_window,same_day,8,delta,inhibition,none,easy,plain,train,The farm ditch chain packet describes a biofilm swab bottle collected under thaw window conditions for cyanobacteria bloom. internal amplification control is delayed and the extract looks humic The supervisor wants the next three QA actions before results are released.,CLEANUP_INHIBITORS|DILUTE_EXTRACT|RERUN_PCR,"{""ACCEPT_REPORT"": 0.27, ""CLEANUP_INHIBITORS"": 3.1, ""DILUTE_EXTRACT"": 2.45, ""RECOLLECT_SAMPLE"": 0.2, ""RERUN_PCR"": 1.8}"
edna_raw_00871,peat_wetland,amphibian_pathogen,filter_membrane,baseflow,field_freezer_delay,4,lichen,blank_contamination,none,easy,distractor,train,Field team lichen logged a filter membrane eDNA sample from the peat wetland program for the amphibian pathogen panel. negative control was not clean for this plate The site visit was otherwise routine for this project. Choose the ordered action manifest that best protects reporting quality.,REVIEW_BLANKS|REJECT_CONTAMINATION|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 1.45, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.25, ""REJECT_CONTAMINATION"": 2.55, ""RERUN_PCR"": 0.08, ""REVIEW_BLANKS"": 3.28}"
edna_raw_00872,peat_wetland,salmonid_spawning,sediment_slurry,thaw_window,field_freezer_delay,5,lichen,panel_mismatch,none,easy,plain,train,The peat wetland chain packet describes a sediment slurry bottle collected under thaw window conditions for salmonid spawning. primer panel selected at accession conflicts with the field objective The supervisor wants the next three QA actions before results are released.,REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""CLARIFY_CUSTODY"": 2.0, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 0.5, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.45, ""REPEAT_TAXON_PANEL"": 3.0, ""RERUN_PCR"": 0.33, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00873,peat_wetland,salmonid_spawning,surface_water,baseflow,same_day,4,moraine,temp_excursion,panel_mismatch,medium,cross_context,train,"Accession note for team moraine: salmonid spawning surveillance sample, surface water, received during the same day window. cooler logger shows the sample warmed above the custody limit during transport the requested assay panel does not match the species named on the custody form Because the sample is tied to baseflow and same day, the lab treats small quality signals conservatively. The supervisor wants the next three QA actions before results are released.",QUARANTINE_COLD_CHAIN|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 1.258, ""DILUTE_EXTRACT"": 0.2, ""ESCALATE_SUPERVISOR"": 1.746, ""HOLD_REPORT"": 1.47, ""QUARANTINE_COLD_CHAIN"": 3.2, ""RECOLLECT_SAMPLE"": 1.15, ""REPEAT_TAXON_PANEL"": 2.04, ""RERUN_PCR"": 0.08, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00874,urban_stream,freshwater_mussel,surface_water,storm_pulse,weekend_receipt,4,lichen,weather_dilution,blank_contamination,hard,plain,train,"The urban stream chain packet describes a surface water bottle collected under storm pulse conditions for freshwater mussel. field team sampled immediately after heavy rain diluted the reach field blank amplified with the same target as the sample The lab needs a ranked remediation plan, not just a pass/fail disposition.",RERUN_PCR|RECOLLECT_SAMPLE|REVIEW_BLANKS,"{""ACCEPT_REPORT"": 0.95, ""CLARIFY_CUSTODY"": 0.15, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 0.996, ""HOLD_REPORT"": 0.938, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 2.2, ""REJECT_CONTAMINATION"": 1.734, ""RERUN_PCR"": 2.5, ""REVIEW_BLANKS"": 2.176}"
edna_raw_00875,farm_ditch,cyanobacteria_bloom,sediment_slurry,post_rain,split_batch,4,delta,inhibition,none,easy,negation,train,"Accession note for team delta: cyanobacteria bloom surveillance sample, sediment slurry, received during the split batch window. internal amplification control is delayed and the extract looks humic The note also says no action is needed for a separate custody gap concern. The lab needs a ranked remediation plan, not just a pass/fail disposition.",CLEANUP_INHIBITORS|DILUTE_EXTRACT|RERUN_PCR,"{""ACCEPT_REPORT"": 0.27, ""CLEANUP_INHIBITORS"": 3.45, ""DILUTE_EXTRACT"": 2.7, ""RERUN_PCR"": 1.55}"
edna_raw_00876,farm_ditch,cyanobacteria_bloom,biofilm_swab,baseflow,overnight_hold,2,heron,replicate_discordance,none,medium,plain,train,"The farm ditch chain packet describes a biofilm swab bottle collected under baseflow conditions for cyanobacteria bloom. amplification is present in alternating replicates with no stable consensus The lab needs a ranked remediation plan, not just a pass/fail disposition.",RERUN_PCR|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""ESCALATE_SUPERVISOR"": 0.85, ""HOLD_REPORT"": 0.25, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 3.0}"
edna_raw_00877,coastal_marsh,cyanobacteria_bloom,filter_membrane,thaw_window,overnight_hold,2,moraine,weather_dilution,none,easy,plain,train,The coastal marsh chain packet describes a filter membrane bottle collected under thaw window conditions for cyanobacteria bloom. snowmelt surge changed conductivity and suspended sediment during collection Choose the ordered action manifest that best protects reporting quality.,RERUN_PCR|RECOLLECT_SAMPLE|ACCEPT_REPORT,"{""ACCEPT_REPORT"": 1.07, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.9, ""RECOLLECT_SAMPLE"": 2.2, ""RERUN_PCR"": 2.5, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00878,peat_wetland,cyanobacteria_bloom,surface_water,baseflow,field_freezer_delay,4,sedge,panel_mismatch,custody_gap,hard,distractor,train,The peat wetland chain packet describes a surface water bottle collected under baseflow conditions for cyanobacteria bloom. primer panel selected at accession conflicts with the field objective the split sample was moved to a second cooler without a signed transfer line The site visit was otherwise routine for this project. Choose the ordered action manifest that best protects reporting quality.,CLARIFY_CUSTODY|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 4.108, ""DILUTE_EXTRACT"": 0.2, ""ESCALATE_SUPERVISOR"": 1.946, ""HOLD_REPORT"": 1.256, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.51, ""REPEAT_TAXON_PANEL"": 3.0, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00879,urban_stream,freshwater_mussel,sediment_slurry,baseflow,split_batch,3,moraine,replicate_discordance,none,easy,plain,train,"Accession note for team moraine: freshwater mussel surveillance sample, sediment slurry, received during the split batch window. replicate wells disagree even though the positive control worked The lab needs a ranked remediation plan, not just a pass/fail disposition.",RERUN_PCR|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.85, ""HOLD_REPORT"": 0.25, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 3.0}"
edna_raw_00880,urban_stream,freshwater_mussel,sediment_slurry,thaw_window,split_batch,2,heron,inhibition,none,easy,plain,train,"Accession note for team heron: freshwater mussel surveillance sample, sediment slurry, received during the split batch window. matrix spike recovered poorly and the qPCR curve is suppressed Choose the ordered action manifest that best protects reporting quality.",CLEANUP_INHIBITORS|DILUTE_EXTRACT|RERUN_PCR,"{""ACCEPT_REPORT"": 0.27, ""CLEANUP_INHIBITORS"": 3.45, ""DILUTE_EXTRACT"": 2.7, ""RECOLLECT_SAMPLE"": 0.2, ""RERUN_PCR"": 1.8}"
edna_raw_00881,coastal_marsh,invasive_carp,filter_membrane,algal_bloom_watch,overnight_hold,3,willow,weather_dilution,none,easy,distractor,train,The coastal marsh chain packet describes a filter membrane bottle collected under algal bloom watch conditions for invasive carp. field team sampled immediately after heavy rain diluted the reach The site visit was otherwise routine for this project. Choose the ordered action manifest that best protects reporting quality.,RERUN_PCR|RECOLLECT_SAMPLE|ACCEPT_REPORT,"{""ACCEPT_REPORT"": 1.07, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.9, ""RECOLLECT_SAMPLE"": 2.0, ""RERUN_PCR"": 2.25, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00882,alpine_lake,cyanobacteria_bloom,surface_water,baseflow,same_day,2,lichen,replicate_discordance,inhibition,medium,negation,train,"Accession note for team lichen: cyanobacteria bloom surveillance sample, surface water, received during the same day window. amplification is present in alternating replicates with no stable consensus dilution curve indicates PCR inhibition in the sample extract The note also says no action is needed for a separate temp excursion concern. The lab needs a ranked remediation plan, not just a pass/fail disposition.",RERUN_PCR|CLEANUP_INHIBITORS|DILUTE_EXTRACT,"{""ACCEPT_REPORT"": 0.15, ""CLEANUP_INHIBITORS"": 2.108, ""DILUTE_EXTRACT"": 1.666, ""ESCALATE_SUPERVISOR"": 0.85, ""HOLD_REPORT"": 0.25, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 4.054}"
edna_raw_00883,peat_wetland,cyanobacteria_bloom,surface_water,thaw_window,overnight_hold,8,sedge,custody_gap,blank_contamination,medium,cross_context,train,"Field team sedge logged a surface water eDNA sample from the peat wetland program for the cyanobacteria bloom panel. the bottle label and custody sheet disagree about the handoff time extraction blank has a late but repeatable target signal Because the sample is tied to thaw window and overnight hold, the lab treats small quality signals conservatively. The supervisor wants the next three QA actions before results are released.",CLARIFY_CUSTODY|REVIEW_BLANKS|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 3.1, ""DILUTE_EXTRACT"": 0.2, ""ESCALATE_SUPERVISOR"": 1.596, ""HOLD_REPORT"": 1.988, ""RECOLLECT_SAMPLE"": 0.95, ""REJECT_CONTAMINATION"": 1.734, ""RERUN_PCR"": 0.25, ""REVIEW_BLANKS"": 2.256}"
edna_raw_00884,alpine_lake,amphibian_pathogen,sediment_slurry,algal_bloom_watch,field_freezer_delay,8,willow,temp_excursion,none,medium,plain,train,"Accession note for team willow: amphibian pathogen surveillance sample, sediment slurry, received during the field freezer delay window. cooler logger shows the sample warmed above the custody limit during transport Choose the ordered action manifest that best protects reporting quality.",QUARANTINE_COLD_CHAIN|HOLD_REPORT|RECOLLECT_SAMPLE,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 1.1, ""HOLD_REPORT"": 1.55, ""QUARANTINE_COLD_CHAIN"": 3.45, ""RECOLLECT_SAMPLE"": 1.15, ""RERUN_PCR"": 0.08}"
edna_raw_00885,peat_wetland,invasive_carp,sediment_slurry,storm_pulse,weekend_receipt,9,willow,custody_gap,none,medium,distractor,train,Field team willow logged a sediment slurry eDNA sample from the peat wetland program for the invasive carp panel. chain-of-custody initials are missing between field transfer and lab receipt The site visit was otherwise routine for this project. Choose the ordered action manifest that best protects reporting quality.,CLARIFY_CUSTODY|HOLD_REPORT|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 3.25, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 1.55, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.95, ""RERUN_PCR"": 0.25, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00886,peat_wetland,amphibian_pathogen,biofilm_swab,algal_bloom_watch,overnight_hold,12,heron,blank_contamination,custody_gap,hard,plain,train,The peat wetland chain packet describes a biofilm swab bottle collected under algal bloom watch conditions for amphibian pathogen. field blank amplified with the same target as the sample the split sample was moved to a second cooler without a signed transfer line Choose the ordered action manifest that best protects reporting quality.,REVIEW_BLANKS|REJECT_CONTAMINATION|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 2.108, ""DILUTE_EXTRACT"": 0.2, ""ESCALATE_SUPERVISOR"": 1.946, ""HOLD_REPORT"": 2.206, ""RECOLLECT_SAMPLE"": 0.76, ""REJECT_CONTAMINATION"": 2.55, ""RERUN_PCR"": 0.08, ""REVIEW_BLANKS"": 3.28}"
edna_raw_00887,peat_wetland,salmonid_spawning,biofilm_swab,storm_pulse,weekend_receipt,11,fir,preservation_failure,panel_mismatch,hard,distractor,train,Field team fir logged a biofilm swab eDNA sample from the peat wetland program for the salmonid spawning panel. sample bottle arrived with a loose cap and visible preservative loss the requested assay panel does not match the species named on the custody form The GPS point is readable and the jar count matches the cooler manifest. The supervisor wants the next three QA actions before results are released.,RECOLLECT_SAMPLE|CLARIFY_CUSTODY|REPEAT_TAXON_PANEL,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 2.458, ""DILUTE_EXTRACT"": 0.2, ""ESCALATE_SUPERVISOR"": 0.996, ""HOLD_REPORT"": 1.97, ""QUARANTINE_COLD_CHAIN"": 1.15, ""RECOLLECT_SAMPLE"": 3.55, ""REPEAT_TAXON_PANEL"": 2.04, ""RERUN_PCR"": 0.33, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00888,farm_ditch,cyanobacteria_bloom,surface_water,baseflow,field_freezer_delay,9,lichen,temp_excursion,preservation_failure,medium,distractor,train,Field team lichen logged a surface water eDNA sample from the farm ditch program for the cyanobacteria bloom panel. temperature strip was red on arrival after a long courier leg filter envelope leaked preservative before accession No external source lookup is available to adjudicate the record. Choose the ordered action manifest that best protects reporting quality.,QUARANTINE_COLD_CHAIN|RECOLLECT_SAMPLE|HOLD_REPORT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.864, ""ESCALATE_SUPERVISOR"": 1.1, ""HOLD_REPORT"": 2.306, ""QUARANTINE_COLD_CHAIN"": 4.062, ""RECOLLECT_SAMPLE"": 3.008}"
edna_raw_00889,urban_stream,freshwater_mussel,surface_water,baseflow,field_freezer_delay,12,lichen,panel_mismatch,none,easy,negation,train,The urban stream chain packet describes a surface water bottle collected under baseflow conditions for freshwater mussel. the requested assay panel does not match the species named on the custody form The note also says no action is needed for a separate custody gap concern. Choose the ordered action manifest that best protects reporting quality.,REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""CLARIFY_CUSTODY"": 2.0, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 0.5, ""QUARANTINE_COLD_CHAIN"": 0.25, ""REPEAT_TAXON_PANEL"": 3.0}"
edna_raw_00890,peat_wetland,amphibian_pathogen,sediment_slurry,algal_bloom_watch,same_day,5,heron,panel_mismatch,preservation_failure,medium,plain,train,Field team heron logged a sediment slurry eDNA sample from the peat wetland program for the amphibian pathogen panel. primer panel selected at accession conflicts with the field objective ethanol line is below the membrane and the hold time is exceeded The supervisor wants the next three QA actions before results are released.,REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|RECOLLECT_SAMPLE,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 2.564, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 1.006, ""QUARANTINE_COLD_CHAIN"": 0.612, ""RECOLLECT_SAMPLE"": 2.358, ""REPEAT_TAXON_PANEL"": 3.0, ""RERUN_PCR"": 0.08, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00891,peat_wetland,invasive_carp,filter_membrane,storm_pulse,weekend_receipt,11,sedge,panel_mismatch,none,easy,cross_context,train,"The peat wetland chain packet describes a filter membrane bottle collected under storm pulse conditions for invasive carp. sample was queued for the wrong taxon panel Because the sample is tied to storm pulse and weekend receipt, the lab treats small quality signals conservatively. The lab needs a ranked remediation plan, not just a pass/fail disposition.",REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""CLARIFY_CUSTODY"": 2.0, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 0.5, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.2, ""REPEAT_TAXON_PANEL"": 3.0, ""RERUN_PCR"": 0.25, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00892,urban_stream,amphibian_pathogen,surface_water,post_rain,weekend_receipt,1,willow,weather_dilution,none,medium,plain,train,Field team willow logged a surface water eDNA sample from the urban stream program for the amphibian pathogen panel. collection occurred during a fast storm pulse with turbid runoff Choose the ordered action manifest that best protects reporting quality.,RERUN_PCR|RECOLLECT_SAMPLE|ACCEPT_REPORT,"{""ACCEPT_REPORT"": 0.95, ""CLARIFY_CUSTODY"": 0.15, ""DILUTE_EXTRACT"": 0.45, ""HOLD_REPORT"": 0.25, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 2.25, ""RERUN_PCR"": 2.33}"
edna_raw_00893,farm_ditch,cyanobacteria_bloom,sediment_slurry,algal_bloom_watch,weekend_receipt,3,willow,replicate_discordance,custody_gap,medium,distractor,train,"The farm ditch chain packet describes a sediment slurry bottle collected under algal bloom watch conditions for cyanobacteria bloom. replicate wells disagree even though the positive control worked the split sample was moved to a second cooler without a signed transfer line The plate map was reprinted after a label smudge, but well positions are legible. The supervisor wants the next three QA actions before results are released.",RERUN_PCR|CLARIFY_CUSTODY|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 2.258, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 1.496, ""HOLD_REPORT"": 1.256, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.51, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 3.0}"
edna_raw_00894,coastal_marsh,invasive_carp,filter_membrane,thaw_window,field_freezer_delay,5,moraine,inhibition,panel_mismatch,hard,negation,train,"The coastal marsh chain packet describes a filter membrane bottle collected under thaw window conditions for invasive carp. matrix spike recovered poorly and the qPCR curve is suppressed sample was queued for the wrong taxon panel The note also says no action is needed for a separate preservation failure concern. The lab needs a ranked remediation plan, not just a pass/fail disposition.",CLEANUP_INHIBITORS|DILUTE_EXTRACT|REPEAT_TAXON_PANEL,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 1.408, ""CLEANUP_INHIBITORS"": 3.45, ""DILUTE_EXTRACT"": 2.9, ""ESCALATE_SUPERVISOR"": 0.996, ""HOLD_REPORT"": 0.42, ""QUARANTINE_COLD_CHAIN"": 0.25, ""RECOLLECT_SAMPLE"": 0.2, ""REPEAT_TAXON_PANEL"": 2.04, ""RERUN_PCR"": 1.8, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00895,urban_stream,cyanobacteria_bloom,biofilm_swab,storm_pulse,weekend_receipt,8,willow,temp_excursion,none,medium,distractor,train,"Accession note for team willow: cyanobacteria bloom surveillance sample, biofilm swab, received during the weekend receipt window. ice pack was spent and the receipt temperature was outside the eDNA hold range A spare filter was photographed but not processed. The lab needs a ranked remediation plan, not just a pass/fail disposition.",QUARANTINE_COLD_CHAIN|HOLD_REPORT|RECOLLECT_SAMPLE,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.15, ""ESCALATE_SUPERVISOR"": 1.1, ""HOLD_REPORT"": 1.55, ""QUARANTINE_COLD_CHAIN"": 3.45, ""RECOLLECT_SAMPLE"": 1.1, ""RERUN_PCR"": 0.25}"
edna_raw_00896,alpine_lake,amphibian_pathogen,filter_membrane,post_rain,overnight_hold,5,moraine,weather_dilution,custody_gap,medium,distractor,train,Field team moraine logged a filter membrane eDNA sample from the alpine lake program for the amphibian pathogen panel. snowmelt surge changed conductivity and suspended sediment during collection the split sample was moved to a second cooler without a signed transfer line A spare filter was photographed but not processed. The supervisor wants the next three QA actions before results are released.,RECOLLECT_SAMPLE|RERUN_PCR|CLARIFY_CUSTODY,"{""ACCEPT_REPORT"": 0.95, ""CLARIFY_CUSTODY"": 2.108, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.7, ""ESCALATE_SUPERVISOR"": 0.646, ""HOLD_REPORT"": 0.756, ""RECOLLECT_SAMPLE"": 2.76, ""RERUN_PCR"": 2.33}"
edna_raw_00897,coastal_marsh,cyanobacteria_bloom,sediment_slurry,algal_bloom_watch,weekend_receipt,6,moraine,replicate_discordance,none,medium,distractor,train,Field team moraine logged a sediment slurry eDNA sample from the coastal marsh program for the cyanobacteria bloom panel. only one of three qPCR replicates crossed threshold The site visit was otherwise routine for this project. Choose the ordered action manifest that best protects reporting quality.,RERUN_PCR|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 0.15, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.45, ""ESCALATE_SUPERVISOR"": 0.85, ""HOLD_REPORT"": 0.5, ""QUARANTINE_COLD_CHAIN"": 0.25, ""REPEAT_TAXON_PANEL"": 1.25, ""RERUN_PCR"": 3.0, ""REVIEW_BLANKS"": 0.08}"
edna_raw_00898,urban_stream,salmonid_spawning,filter_membrane,storm_pulse,overnight_hold,4,heron,panel_mismatch,none,easy,plain,train,Field team heron logged a filter membrane eDNA sample from the urban stream program for the salmonid spawning panel. sample was queued for the wrong taxon panel Choose the ordered action manifest that best protects reporting quality.,REPEAT_TAXON_PANEL|CLARIFY_CUSTODY|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.27, ""CLARIFY_CUSTODY"": 1.85, ""CLEANUP_INHIBITORS"": 0.35, ""DILUTE_EXTRACT"": 0.25, ""ESCALATE_SUPERVISOR"": 0.95, ""HOLD_REPORT"": 0.25, ""RECOLLECT_SAMPLE"": 0.45, ""REPEAT_TAXON_PANEL"": 3.0, ""RERUN_PCR"": 0.33}"
edna_raw_00899,urban_stream,cyanobacteria_bloom,biofilm_swab,baseflow,overnight_hold,8,fir,custody_gap,panel_mismatch,hard,cross_context,train,"The urban stream chain packet describes a biofilm swab bottle collected under baseflow conditions for cyanobacteria bloom. the split sample was moved to a second cooler without a signed transfer line primer panel selected at accession conflicts with the field objective Because the sample is tied to baseflow and overnight hold, the lab treats small quality signals conservatively. Choose the ordered action manifest that best protects reporting quality.",CLARIFY_CUSTODY|REPEAT_TAXON_PANEL|ESCALATE_SUPERVISOR,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 4.358, ""ESCALATE_SUPERVISOR"": 1.946, ""HOLD_REPORT"": 1.72, ""RECOLLECT_SAMPLE"": 0.75, ""REPEAT_TAXON_PANEL"": 2.04}"
edna_raw_00900,urban_stream,cyanobacteria_bloom,biofilm_swab,algal_bloom_watch,split_batch,7,moraine,weather_dilution,none,medium,negation,train,"Accession note for team moraine: cyanobacteria bloom surveillance sample, biofilm swab, received during the split batch window. collection occurred during a fast storm pulse with turbid runoff The note also says no action is needed for a separate preservation failure concern. The lab needs a ranked remediation plan, not just a pass/fail disposition.",RERUN_PCR|RECOLLECT_SAMPLE|ACCEPT_REPORT,"{""ACCEPT_REPORT"": 0.95, ""DILUTE_EXTRACT"": 0.45, ""RECOLLECT_SAMPLE"": 2.0, ""RERUN_PCR"": 2.25}"
edna_raw_00901,peat_wetland,salmonid_spawning,biofilm_swab,post_rain,same_day,11,lichen,custody_gap,inhibition,hard,plain,train,"Field team lichen logged a biofilm swab eDNA sample from the peat wetland program for the salmonid spawning panel. the bottle label and custody sheet disagree about the handoff time matrix spike recovered poorly and the qPCR curve is suppressed The lab needs a ranked remediation plan, not just a pass/fail disposition.",CLARIFY_CUSTODY|CLEANUP_INHIBITORS|DILUTE_EXTRACT,"{""ACCEPT_REPORT"": 0.15, ""CLARIFY_CUSTODY"": 3.1, ""CLEANUP_INHIBITORS"": 2.108, ""DILUTE_EXTRACT"": 1.866, ""ESCALATE_SUPERVISOR"": 1.3, ""HOLD_REPORT"": 1.55, ""RECOLLECT_SAMPLE"": 1.0, ""RERUN_PCR"": 1.134, ""REVIEW_BLANKS"": 0.08}"
